cache_read_tokens_reported,cache_write_tokens_reported,completed_at_utc,container_id,content_chunk_count,decode_wall_time_ms,error_message_sanitized,error_type,event_type,finish_reason,first_content_event_at_utc,first_stream_event_at_utc,http_status,in_flight_requests_at_start,input_tokens_estimated,input_tokens_reported,last_content_event_at_utc,model,output_tokens_estimated,output_tokens_reported,process_id,provider,provider_request_id,request_duration_ms,request_id_local,request_path,retry_index,run_id,schema_version,started_at_utc,stream_event_count,target_path,task_name,tokenizer_method,trial_id,ttft_content_ms,ttft_stream_event_ms,usage_source
22848,,2026-07-25T23:47:39.112365Z,,28,8188,,,request,tool_calls,2026-07-25T23:47:30.923626Z,2026-07-25T23:47:30.923562Z,200,2,,23575,2026-07-25T23:47:39.111889Z,glm-5.2:dev,,721,,electronhub,,13109,32c378e80cb741c8acf01576bd3d768b,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:47:26.003221Z,29,,unknown,,unknown,4920,4920,provider_stream
20224,,2026-07-25T23:47:39.829292Z,,1,0,,,request,tool_calls,2026-07-25T23:47:39.829111Z,2026-07-25T23:47:39.828313Z,200,2,,20452,2026-07-25T23:47:39.829105Z,glm-5.2,,96,,z-ai,,7153,4882c84f701a432b9c16646a378144ca,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:47:32.675900Z,19,,unknown,,unknown,7153,7152,provider_stream
23552,,2026-07-25T23:47:49.863036Z,,1,0,,,request,tool_calls,2026-07-25T23:47:49.844889Z,2026-07-25T23:47:49.844809Z,200,2,,24320,2026-07-25T23:47:49.844884Z,glm-5.2:dev,,270,,electronhub,,10696,da19b95176c14f14b6cb0b989bf2b3b5,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:47:39.167374Z,2,,unknown,,unknown,10677,10677,provider_stream
20416,,2026-07-25T23:47:50.207222Z,,1,0,,,request,tool_calls,2026-07-25T23:47:50.207081Z,2026-07-25T23:47:50.205608Z,200,2,,20770,2026-07-25T23:47:50.207074Z,glm-5.2,,78,,z-ai,,10084,a0b837d82c90460380a447af24c2d6f2,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:47:40.123598Z,43,,unknown,,unknown,10083,10082,provider_stream
92160,,2026-07-25T23:47:55.109639Z,,0,,,,request,,,2026-07-25T23:46:36.088377Z,200,2,,2578,,umans-glm-5.2,,7997,,umans,7e65713a-ab6e-48f3-82ae-158fd09a3e26,85173,09d74af723d7450faf90c1ea032c50a4,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:46:29.936756Z,2606,,unknown,,unknown,,6152,provider_stream
20736,,2026-07-25T23:47:59.332991Z,,20,1,,,request,tool_calls,2026-07-25T23:47:59.331959Z,2026-07-25T23:47:58.341670Z,200,2,,20892,2026-07-25T23:47:59.332834Z,glm-5.2,,211,,z-ai,,9042,bdb382f77a1445aca47f035b7673500a,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:47:50.291475Z,101,,unknown,,unknown,9040,8050,provider_stream
20864,,2026-07-25T23:48:09.092690Z,,1,0,,,request,tool_calls,2026-07-25T23:48:09.092544Z,2026-07-25T23:48:09.092482Z,200,2,,21330,2026-07-25T23:48:09.092540Z,glm-5.2,,96,,z-ai,,9599,d5a5c446c17b4489a3badb8620e7519a,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:47:59.493687Z,2,,unknown,,unknown,9599,9599,provider_stream
,,2026-07-25T23:48:10.598436Z,,113,,Connection lost,ConnectionResetError,request,,2026-07-25T23:47:57.827906Z,2026-07-25T23:47:57.827824Z,200,2,,,2026-07-25T23:47:59.235330Z,glm-5.2:dev,,,,electronhub,,19543,10d95b596f47429299c7b0c8a5bd0e7a,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:47:51.055589Z,113,,unknown,,unknown,6772,6772,not_reported
30976,,2026-07-25T23:48:11.694824Z,,138,7716,,,request,tool_calls,2026-07-25T23:48:03.978037Z,2026-07-25T23:47:13.418006Z,200,2,,32348,2026-07-25T23:48:11.694500Z,glm-5.2,,4249,,z-ai,,66766,76a2ad6a1e3f463c833ec05516603a02,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:47:04.928939Z,3437,,unknown,,unknown,59049,8489,provider_stream
21312,,2026-07-25T23:48:16.524651Z,,63,3,,,request,tool_calls,2026-07-25T23:48:16.521878Z,2026-07-25T23:48:16.521823Z,200,2,,21544,2026-07-25T23:48:16.524499Z,glm-5.2,,129,,z-ai,,7317,20239820e1394a058747acf4d9a4255d,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:09.208088Z,68,,unknown,,unknown,7314,7314,provider_stream
24960,,2026-07-25T23:48:17.719051Z,,0,,,,request,,,2026-07-25T23:47:46.808350Z,200,2,,7676,,umans-glm-5.2,,3098,,umans,bcb57a82-aa43-461b-8a41-556a6322b0f6,50576,dfd13325562c46f29d0c34db948186dc,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:47:27.143385Z,1040,,unknown,,unknown,,19665,provider_stream
,,2026-07-25T23:48:18.902691Z,,0,,[Errno 104] Connection reset by peer,ConnectionResetError,request,,,2026-07-25T23:47:45.727355Z,200,2,,,,glm-5.2:dev,,,,electronhub,,46417,ae0e4921a01f40f591ec42103dc45b79,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:47:32.485846Z,2345,,unknown,,unknown,,13241,not_reported
20224,,2026-07-25T23:48:21.683739Z,,21,1087,,,request,tool_calls,2026-07-25T23:48:20.596250Z,2026-07-25T23:48:20.389706Z,200,2,,20453,2026-07-25T23:48:21.683466Z,glm-5.2:dev,,126,,electronhub,,5740,665c0d39c8134470999c5ad8804be22c,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:15.944175Z,38,,unknown,,unknown,4652,4445,provider_stream
32576,,2026-07-25T23:48:22.391359Z,,0,,,,request,,,2026-07-25T23:48:22.238766Z,200,2,,3212,,umans-glm-5.2,,61,,umans,9d3ba7ea-07c6-461f-b13a-79538258f611,4588,787ee4dc90144685aee35b670a117519,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:48:17.802895Z,30,,unknown,,unknown,,4436,provider_stream
21504,,2026-07-25T23:48:22.988463Z,,1,0,,,request,tool_calls,2026-07-25T23:48:22.988328Z,2026-07-25T23:48:22.988258Z,200,2,,21709,2026-07-25T23:48:22.988323Z,glm-5.2,,58,,z-ai,,6395,359e548f04d247d19e8cd5222f4478ba,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:16.593630Z,2,,unknown,,unknown,6395,6395,provider_stream
20416,,2026-07-25T23:48:28.284153Z,,57,2024,,,request,tool_calls,2026-07-25T23:48:26.259930Z,2026-07-25T23:48:26.259846Z,200,1,,20948,2026-07-25T23:48:28.283844Z,glm-5.2:dev,,210,,electronhub,,6332,b02707c96dcc4df99a4743b89e573c5a,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:21.952068Z,58,,unknown,,unknown,4308,4308,provider_stream
35776,,2026-07-25T23:48:28.468644Z,,0,,,,request,,,2026-07-25T23:48:25.520035Z,200,2,,878,,umans-glm-5.2,,332,,umans,166d73d8-a775-4f48-b790-cfdfca3784bf,6061,b02ca054b4424a4e9131ab0d09b5bc98,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:48:22.407860Z,90,,unknown,,unknown,,3112,provider_stream
,,2026-07-25T23:48:29.028602Z,,1,0,,,request,,2026-07-25T23:48:29.028474Z,2026-07-25T23:48:29.028388Z,200,2,,,2026-07-25T23:48:29.028469Z,glm-5.2,,,,z-ai,,5899,457f1e6a5de942d4992e0b1a7d64b5a6,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:23.129427Z,1,,unknown,,unknown,5899,5899,not_reported
20224,,2026-07-25T23:48:32.521766Z,,15,346,,,request,tool_calls,2026-07-25T23:48:32.172151Z,2026-07-25T23:48:31.180679Z,200,2,,20632,2026-07-25T23:48:32.517782Z,glm-5.2:dev,,191,,electronhub,,5235,37d79d8ff8af490aace35d77a17e5123,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:27.287170Z,135,,unknown,,unknown,4885,3893,provider_stream
21760,,2026-07-25T23:48:37.306577Z,,1,0,,,request,tool_calls,2026-07-25T23:48:37.306441Z,2026-07-25T23:48:37.306370Z,200,2,,22499,2026-07-25T23:48:37.306436Z,glm-5.2,,222,,z-ai,,7809,13965424cca143eba1d6dcdce2fa6a67,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:29.497431Z,2,,unknown,,unknown,7809,7809,provider_stream
20608,,2026-07-25T23:48:38.833219Z,,33,1983,,,request,tool_calls,2026-07-25T23:48:36.840739Z,2026-07-25T23:48:36.840678Z,200,2,,21198,2026-07-25T23:48:38.823554Z,glm-5.2:dev,,173,,electronhub,,6148,f77b6281fbc548e280489dab18fb7174,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:32.685371Z,34,,unknown,,unknown,4155,4155,provider_stream
36608,,2026-07-25T23:48:39.449667Z,,0,,,,request,,,2026-07-25T23:48:32.514880Z,200,2,,398,,umans-glm-5.2,,754,,umans,2a19998e-32e7-433b-9bff-6020a885578d,10951,afe73faa6b6e4a508c2a304f8b670f3e,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:48:28.499084Z,216,,unknown,,unknown,,4016,provider_stream
22464,,2026-07-25T23:48:42.674153Z,,16,1,,,request,tool_calls,2026-07-25T23:48:42.673347Z,2026-07-25T23:48:42.673294Z,200,2,,22803,2026-07-25T23:48:42.673934Z,glm-5.2,,182,,z-ai,,5154,cfbebb40d72d4988a4a56059d2a9e656,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:37.520335Z,19,,unknown,,unknown,5153,5153,provider_stream
20928,,2026-07-25T23:48:43.047598Z,,73,3252,,,request,tool_calls,2026-07-25T23:48:39.795650Z,2026-07-25T23:48:34.047469Z,200,2,,21435,2026-07-25T23:48:43.047206Z,glm-5.2:dev,,1013,,electronhub,,14596,efadbc5f98934608922d1695283d56e0,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:28.451466Z,725,,unknown,,unknown,11344,5596,provider_stream
36992,,2026-07-25T23:48:48.238451Z,,0,,,,request,,,2026-07-25T23:48:46.540547Z,200,2,,909,,umans-glm-5.2,,209,,umans,020d0f3c-2f80-46ee-943b-0e3732b09be9,8743,1ee0743cf7374e4fa89fca1d822b7c00,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:48:39.495770Z,73,,unknown,,unknown,,7045,provider_stream
21376,,2026-07-25T23:48:50.780825Z,,129,2424,,,request,tool_calls,2026-07-25T23:48:48.356803Z,2026-07-25T23:48:48.356746Z,200,2,,21953,2026-07-25T23:48:50.780545Z,glm-5.2:dev,,255,,electronhub,,6970,ebd0ede525ba4ca8a47dfaa7f7a64554,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:43.811217Z,130,,unknown,,unknown,4546,4545,provider_stream
22784,,2026-07-25T23:48:52.503936Z,,301,2767,,,request,stop,2026-07-25T23:48:49.736462Z,2026-07-25T23:48:49.736398Z,200,2,,23165,2026-07-25T23:48:52.503794Z,glm-5.2,,335,,z-ai,,9677,909c303b9e27420bb3dee0c8e437181c,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:42.827047Z,331,,unknown,,unknown,6909,6909,provider_stream
37888,,2026-07-25T23:48:58.451066Z,,0,,,,request,,,2026-07-25T23:48:52.315224Z,200,2,,1533,,umans-glm-5.2,,498,,umans,13eabee4-0004-49a3-9a92-8a477c45ee1b,9990,109535053d654a2c8583612c73337260,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:48:48.460793Z,186,,unknown,,unknown,,3854,provider_stream
21952,,2026-07-25T23:48:59.128701Z,,49,3638,,,request,tool_calls,2026-07-25T23:48:55.490478Z,2026-07-25T23:48:55.490374Z,200,2,,22608,2026-07-25T23:48:59.128393Z,glm-5.2:dev,,406,,electronhub,,8085,18270182076b41eaab7e25ce52052a56,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:51.044127Z,50,,unknown,,unknown,4446,4446,provider_stream
94720,,2026-07-25T23:49:02.542644Z,,0,,,,request,,,2026-07-25T23:48:04.524236Z,200,2,,8232,,umans-glm-5.2,,5597,,umans,39202fd7-39b6-49c5-85c4-d8eb7d412626,67351,dcf6061c0e634269b22d03dc055119f2,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:47:55.192087Z,1761,,unknown,,unknown,,9332,provider_stream
22592,,2026-07-25T23:49:08.079446Z,,351,3744,,,request,stop,2026-07-25T23:49:04.277316Z,2026-07-25T23:49:04.277242Z,200,2,,23394,2026-07-25T23:49:08.020922Z,glm-5.2:dev,,353,,electronhub,,8604,7529e55719954c9d8921ddf009b2e200,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:59.475719Z,352,,unknown,,unknown,4802,4801,provider_stream
39360,,2026-07-25T23:49:24.066323Z,,0,,,,request,,,2026-07-25T23:49:10.504931Z,200,2,,870,,umans-glm-5.2,,1535,,umans,5c32f77c-71f5-409b-866e-a667b7724939,23551,38196ac997544626b66dfcbce9a4b46c,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:49:00.514920Z,494,,unknown,,unknown,,9990,provider_stream
21184,,2026-07-25T23:49:27.456968Z,,68,3547,,,request,tool_calls,2026-07-25T23:49:23.909027Z,2026-07-25T23:48:44.285059Z,200,2,,21687,2026-07-25T23:49:27.456483Z,glm-5.2:dev,,3394,,electronhub,,48307,914870d1a6eb47b1b2b2ee4235f0edc8,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:48:39.150016Z,3089,,unknown,,unknown,44759,5135,provider_stream
40192,,2026-07-25T23:49:30.165366Z,,0,,,,request,,,2026-07-25T23:49:28.409387Z,200,2,,1601,,umans-glm-5.2,,218,,umans,f33c6188-5280-4d78-813f-7923d168aa0e,6051,24ec3b7032c34e3dbd6d6d06e0faaec7,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:49:24.114373Z,74,,unknown,,unknown,,4295,provider_stream
0,,2026-07-25T23:49:34.303807Z,,12,0,,,request,stop,2026-07-25T23:49:34.303339Z,2026-07-25T23:49:31.980574Z,200,1,,644,2026-07-25T23:49:34.303695Z,glm-5.2:dev,,138,,electronhub,7e069cdb-0e18-4256-92b9-497148ef92ed,6121,727ac59605964e77b029e4f6b1f5a945,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:49:28.183078Z,139,,unknown,,unknown,6120,3797,provider_stream
41792,,2026-07-25T23:49:42.358460Z,,0,,,,request,,,2026-07-25T23:49:38.004185Z,200,2,,1713,,umans-glm-5.2,,563,,umans,cb4bb00e-99af-4968-8b34-632a37fe399d,12032,6ca384dc6d564d8caf4f926acff9e5a6,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:49:30.326032Z,177,,unknown,,unknown,,7678,provider_stream
21632,,2026-07-25T23:49:43.730128Z,,80,10526,,,request,tool_calls,2026-07-25T23:49:33.196698Z,2026-07-25T23:49:33.196616Z,200,2,,22507,2026-07-25T23:49:43.722297Z,glm-5.2:dev,,918,,electronhub,,15527,209848d479d44460aaedb29e973b25a8,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:49:28.203181Z,81,,unknown,,unknown,4993,4993,provider_stream
43456,,2026-07-25T23:49:49.088395Z,,0,,,,request,,,2026-07-25T23:49:45.710956Z,200,2,,733,,umans-glm-5.2,,355,,umans,129b9f9f-c991-41ce-a458-c25272840c9a,6601,667733e3286c4561a69c5f0254bb4d89,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:49:42.487405Z,104,,unknown,,unknown,,3224,provider_stream
32320,,2026-07-25T23:50:04.174598Z,,103,8522,,,request,tool_calls,2026-07-25T23:49:55.652162Z,2026-07-25T23:48:15.978073Z,200,2,,33910,2026-07-25T23:50:04.174437Z,glm-5.2,,7041,,z-ai,,112306,c5a1452b2b12467ab0840034546adcad,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:48:11.868375Z,6365,,unknown,,unknown,103784,4110,provider_stream
,,2026-07-25T23:50:17.787426Z,,0,,list index out of range,IndexError,request,,,,,2,,,,glm-5.2,,,,z-ai,,14304,1348af1816e44d7a8e7ac67fb488c7a6,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:50:03.483670Z,0,,unknown,,unknown,,,not_reported
33856,,2026-07-25T23:50:26.118685Z,,1,0,,,request,tool_calls,2026-07-25T23:50:26.118522Z,2026-07-25T23:50:26.118430Z,200,2,,34907,2026-07-25T23:50:26.118517Z,glm-5.2,,400,,z-ai,,21890,c98178571b8045edbf9870d565a1ccab,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:50:04.228315Z,2,,unknown,,unknown,21890,21890,provider_stream
22464,,2026-07-25T23:50:32.756768Z,,196,9663,,,request,tool_calls,2026-07-25T23:50:23.093646Z,2026-07-25T23:49:51.208167Z,200,1,,23475,2026-07-25T23:50:32.756422Z,glm-5.2:dev,,3890,,electronhub,,48987,db9a7b037a4648379a89f0fb7b2f7c89,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:49:43.769456Z,3140,,unknown,,unknown,39324,7439,provider_stream
20224,,2026-07-25T23:50:35.608586Z,,14,1,,,request,tool_calls,2026-07-25T23:50:35.607871Z,2026-07-25T23:50:27.868901Z,200,2,,20631,2026-07-25T23:50:35.608414Z,glm-5.2,,833,,z-ai,,17315,31aaa8d9b969437c9e523a1710be202e,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:50:18.293184Z,731,,unknown,,unknown,17315,9576,provider_stream
20608,,2026-07-25T23:50:41.417904Z,,32,1058,,,request,tool_calls,2026-07-25T23:50:40.360133Z,2026-07-25T23:50:40.357869Z,200,2,,21039,2026-07-25T23:50:41.417683Z,glm-5.2,,190,,z-ai,,5629,9c3dbb53b57445ef9347f500dd5f85c1,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:50:35.789035Z,102,,unknown,,unknown,4571,4569,provider_stream
23424,,2026-07-25T23:50:47.909030Z,,25,10153,,,request,tool_calls,2026-07-25T23:50:37.755172Z,2026-07-25T23:50:37.755057Z,200,1,,24444,2026-07-25T23:50:47.908466Z,glm-5.2:dev,,961,,electronhub,,15109,39b6812e37fc4fd29a72ae7885bf2ec4,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:50:32.799773Z,26,,unknown,,unknown,4955,4955,provider_stream
102912,,2026-07-25T23:50:54.636508Z,,0,,,,request,,,2026-07-25T23:49:10.937237Z,200,2,,5799,,umans-glm-5.2,,10174,,umans,a8c67562-fdfd-4ae9-ab3f-8ac29d1273cb,112019,8f04982de88b423b80d3f945137a7d9f,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:49:02.617071Z,3082,,unknown,,unknown,,8320,provider_stream
24384,,2026-07-25T23:51:07.648904Z,,16,455,,,request,tool_calls,2026-07-25T23:51:07.175484Z,2026-07-25T23:50:55.860839Z,200,1,,25443,2026-07-25T23:51:07.630140Z,glm-5.2:dev,,857,,electronhub,,19676,d7fa41c9184e47a29d82a822dc68a51e,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:50:47.972979Z,799,,unknown,,unknown,19202,7888,provider_stream
20992,,2026-07-25T23:51:13.970695Z,,32,1292,,,request,tool_calls,2026-07-25T23:51:12.678244Z,2026-07-25T23:50:46.418325Z,200,2,,21612,2026-07-25T23:51:13.970529Z,glm-5.2,,1959,,z-ai,,32439,a0d181fc874c430fb00c8bcc6e07cd1e,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:50:41.531764Z,1817,,unknown,,unknown,31146,4887,provider_stream
25408,,2026-07-25T23:51:16.155695Z,,41,2470,,,request,tool_calls,2026-07-25T23:51:13.684461Z,2026-07-25T23:51:13.132064Z,200,1,,25750,2026-07-25T23:51:16.154531Z,glm-5.2:dev,,190,,electronhub,,8475,6497cc2766a54ede8465357629ef2a92,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:51:07.680310Z,69,,unknown,,unknown,6004,5452,provider_stream
34880,,2026-07-25T23:51:19.773769Z,,128,9304,,,request,tool_calls,2026-07-25T23:51:10.469213Z,2026-07-25T23:50:30.974415Z,200,2,,35430,2026-07-25T23:51:19.773473Z,glm-5.2,,3331,,z-ai,,53608,165441aed13d4341a442a58cdd44fd70,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:50:26.166241Z,2570,,unknown,,unknown,44303,4808,provider_stream
,,2026-07-25T23:51:20.393450Z,,0,,,,request,,,2026-07-25T23:51:09.573025Z,200,1,,47333,,umans-glm-5.2,,1364,,umans,695cd35d-2ba5-4540-ac20-d307766b48f9,25642,3430fabc95da4c7d8a8aa1aa082a4878,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:50:54.751528Z,356,,unknown,,unknown,,14821,provider_stream
21568,,2026-07-25T23:51:23.585568Z,,50,2,,,request,tool_calls,2026-07-25T23:51:23.583527Z,2026-07-25T23:51:23.583465Z,200,2,,21811,2026-07-25T23:51:23.585424Z,glm-5.2,,229,,z-ai,,8179,a0a74419604447919599c86b98bdda60,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:51:15.406179Z,55,,unknown,,unknown,8177,8177,provider_stream
25728,,2026-07-25T23:51:23.869380Z,,64,1786,,,request,tool_calls,2026-07-25T23:51:22.082936Z,2026-07-25T23:51:22.082856Z,200,1,,26651,2026-07-25T23:51:23.869009Z,glm-5.2:dev,,144,,electronhub,,7453,0b3c9497243f4d00b924c65abae3e153,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:51:16.416513Z,65,,unknown,,unknown,5666,5666,provider_stream
128,,2026-07-25T23:51:27.844450Z,,7,0,,,request,stop,2026-07-25T23:51:27.844034Z,2026-07-25T23:51:26.951445Z,200,1,,647,2026-07-25T23:51:27.844330Z,glm-5.2,,179,,z-ai,,4216,5c94e5feb4254be797ee8f8c01043d13,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:51:23.628401Z,172,,unknown,,unknown,4216,3323,provider_stream
44160,,2026-07-25T23:51:30.197163Z,,0,,,,request,,,2026-07-25T23:51:28.729164Z,200,2,,891,,umans-glm-5.2,,242,,umans,66af6d7f-0dc9-4f16-9482-9f779872fc2f,9769,c41f778e47a64fec85cdabf09e19541c,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:51:20.427793Z,80,,unknown,,unknown,,8301,provider_stream
26624,,2026-07-25T23:51:33.287827Z,,170,3100,,,request,tool_calls,2026-07-25T23:51:30.187402Z,2026-07-25T23:51:30.187342Z,200,1,,26978,2026-07-25T23:51:33.287345Z,glm-5.2:dev,,196,,electronhub,,9312,ca95f6bc0018499799f53e8ac3f76cec,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:51:23.975571Z,171,,unknown,,unknown,6212,6212,provider_stream
,,2026-07-25T23:51:34.034668Z,,0,,,,request,,,2026-07-25T23:51:31.084989Z,200,1,,25610,,umans-glm-5.2,,227,,umans,c175b9d8-0ed9-4327-9f47-f2f1efe478ff,13635,15fa256f1c334f729385685a0a52ffd2,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:51:20.399552Z,98,,unknown,,unknown,,10685,provider_stream
21760,,2026-07-25T23:51:35.766474Z,,65,3,,,request,tool_calls,2026-07-25T23:51:35.763769Z,2026-07-25T23:51:35.763698Z,200,2,,22269,2026-07-25T23:51:35.766326Z,glm-5.2,,117,,z-ai,,11907,ed5661c090b446049a76eb67d15d6f7e,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:51:23.859108Z,70,,unknown,,unknown,11905,11905,provider_stream
44992,,2026-07-25T23:51:39.400962Z,,0,,,,request,,,2026-07-25T23:51:38.153600Z,200,2,,319,,umans-glm-5.2,,167,,umans,fd21e184-5472-48ad-9e68-a178c8afc614,9168,77dcb519ecbd41c4a5591ba3726f9069,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:51:30.232846Z,44,,unknown,,unknown,,7921,provider_stream
22208,,2026-07-25T23:51:41.081382Z,,1,0,,,request,tool_calls,2026-07-25T23:51:41.081248Z,2026-07-25T23:51:41.081183Z,200,2,,22429,2026-07-25T23:51:41.081243Z,glm-5.2,,58,,z-ai,,5196,2506b79975fe424cb3be35a3c8e5ab26,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:51:35.885713Z,2,,unknown,,unknown,5195,5195,provider_stream
26944,,2026-07-25T23:51:53.247021Z,,122,5774,,,request,tool_calls,2026-07-25T23:51:47.472469Z,2026-07-25T23:51:40.244151Z,200,1,,28005,2026-07-25T23:51:53.246626Z,glm-5.2:dev,,1495,,electronhub,,19915,98536c053e52448c8ce0058577562c9b,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:51:33.332030Z,910,,unknown,,unknown,14140,6912,provider_stream
35392,,2026-07-25T23:51:54.270818Z,,73,7418,,,request,tool_calls,2026-07-25T23:51:46.852483Z,2026-07-25T23:51:29.557603Z,200,2,,36660,2026-07-25T23:51:54.270540Z,glm-5.2,,1862,,z-ai,,30640,572a4a4d8ce64ddb9be172cfec2a3814,,0,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,2026-07-25T23:51:23.631186Z,1161,,unknown,,unknown,23221,5926,provider_stream
11392,,2026-07-25T23:51:58.798110Z,,0,,,,request,,,2026-07-25T23:51:41.330690Z,200,2,,25366,,umans-glm-5.2,,1645,,umans,33bac0fa-6275-4c93-bc64-e26a54181cbd,24718,4a39eaac81724539825e109b8ef9c0c7,,0,tb21-omp-umans-full-umans-glm-5.2-20260725-225552,1,2026-07-25T23:51:34.080459Z,533,,unknown,,unknown,,7250,provider_stream
27968,,2026-07-25T23:52:00.413458Z,,1,0,,,request,tool_calls,2026-07-25T23:52:00.412986Z,2026-07-25T23:52:00.412883Z,200,1,,28741,2026-07-25T23:52:00.412980Z,glm-5.2:dev,,41,,electronhub,,7087,cf8c002ebfe042daad73f377afaefbc1,,0,tb21-omp-electronhub-full-glm-5.2-dev-20260725-225552,1,2026-07-25T23:51:53.326201Z,2,,unknown,,unknown,7087,7087,provider_stream
