api,attempts,concurrency,context_window,created_at_utc,endpoint,expected_task_count,max_retries,max_tokens,mode,model,native_timeouts,provider,proxy_url,reasoning,request_count,result_dir,results_found,run_id,schema_version,tasks,timeout_multiplier
anthropic-messages,1,2,262144,2026-07-28T04:05:53.753612+00:00,https://api.code.umans.ai,89,3,49152,full,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260728-040553,90,tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260728-040553,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",8.0
anthropic-messages,1,2,262144,2026-07-29T05:40:17.453380+00:00,https://api.code.umans.ai,89,3,49152,full,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260729-054017,86,tb21-omp-umans-full-umans-qwen3.6-35b-a3b-20260729-054017,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",8.0
,1,2,,2026-07-25T21:28:16.678756+00:00,https://api.code.umans.ai,3,,,smoke,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-glm-5.2-20260725-212816,0,tb21-omp-umans-smoke-umans-glm-5.2-20260725-212816,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:29:24.231015+00:00,https://api.code.umans.ai,3,,,smoke,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-glm-5.2-20260725-212924,1,tb21-omp-umans-smoke-umans-glm-5.2-20260725-212924,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:30:04.248570+00:00,https://api.code.umans.ai,3,,,smoke,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-glm-5.2-20260725-213004,4,tb21-omp-umans-smoke-umans-glm-5.2-20260725-213004,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:36:12.269143+00:00,https://api.code.umans.ai,3,,,smoke,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-glm-5.2-20260725-213612,1,tb21-omp-umans-smoke-umans-glm-5.2-20260725-213612,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:42:05.243718+00:00,https://api.code.umans.ai,3,,,smoke,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-glm-5.2-20260725-214205,4,tb21-omp-umans-smoke-umans-glm-5.2-20260725-214205,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T22:25:07.687235+00:00,https://api.code.umans.ai,3,,,smoke,umans-glm-5.2,True,umans,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,4,tb21-omp-umans-smoke-umans-glm-5.2-20260725-222507,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
anthropic-messages,5,4,262144,2026-07-27T21:31:57.086078+00:00,https://api.code.umans.ai,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-213157,5,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-213157,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
anthropic-messages,5,4,262144,2026-07-27T21:54:35.061199+00:00,https://api.code.umans.ai,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-215435,16,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-215435,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
anthropic-messages,5,4,262144,2026-07-27T22:09:03.174948+00:00,https://api.code.umans.ai/v1,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-220903,4,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-220903,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
anthropic-messages,5,4,262144,2026-07-27T22:12:42.185256+00:00,https://api.code.umans.ai/v1,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-221242,4,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-221242,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
anthropic-messages,5,4,262144,2026-07-27T22:16:08.099363+00:00,https://api.code.umans.ai,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-221608,16,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-221608,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
anthropic-messages,5,2,262144,2026-07-27T23:26:28.627402+00:00,https://api.code.umans.ai,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-232628,2,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260727-232628,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
anthropic-messages,1,2,262144,2026-07-28T00:50:48.870060+00:00,https://api.code.umans.ai,3,3,49152,smoke,umans-qwen3.6-35b-a3b,True,umans,http://host.docker.internal:8765,True,0,/home/caleb/terminal-bench-results/umans/tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260728-005048,4,tb21-omp-umans-smoke-umans-qwen3.6-35b-a3b-20260728-005048,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",8.0
,1,2,,2026-07-25T22:55:52.645653+00:00,https://api.z.ai/api/coding/paas/v4,89,,,full,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-full-glm-5.2-20260725-225552,86,tb21-omp-z-ai-full-glm-5.2-20260725-225552,1,"['adaptive-rejection-sampler', 'bn-fit-modify', 'break-filter-js-from-html', 'build-cython-ext', 'build-pmars', 'build-pov-ray', 'caffe-cifar-10', 'cancel-async-tasks', 'chess-best-move', 'circuit-fibsqrt', 'cobol-modernization', 'code-from-image', 'compile-compcert', 'configure-git-webserver', 'constraints-scheduling', 'count-dataset-tokens', 'crack-7z-hash', 'custom-memory-heap-crash', 'db-wal-recovery', 'distribution-search', 'dna-assembly', 'dna-insert', 'extract-elf', 'extract-moves-from-video', 'feal-differential-cryptanalysis', 'feal-linear-cryptanalysis', 'filter-js-from-html', 'financial-document-processor', 'fix-code-vulnerability', 'fix-git', 'fix-ocaml-gc', 'gcode-to-text', 'git-leak-recovery', 'git-multibranch', 'gpt2-codegolf', 'headless-terminal', 'hf-model-inference', 'install-windows-3.11', 'kv-store-grpc', 'large-scale-text-editing', 'largest-eigenval', 'llm-inference-batching-scheduler', 'log-summary-date-ranges', 'mailman', 'make-doom-for-mips', 'make-mips-interpreter', 'mcmc-sampling-stan', 'merge-diff-arc-agi-task', 'model-extraction-relu-logits', 'modernize-scientific-stack', 'mteb-leaderboard', 'mteb-retrieve', 'multi-source-data-merger', 'nginx-request-logging', 'openssl-selfsigned-cert', 'overfull-hbox', 'password-recovery', 'path-tracing', 'path-tracing-reverse', 'polyglot-c-py', 'polyglot-rust-c', 'portfolio-optimization', 'protein-assembly', 'prove-plus-comm', 'pypi-server', 'pytorch-model-cli', 'pytorch-model-recovery', 'qemu-alpine-ssh', 'qemu-startup', 'query-optimize', 'raman-fitting', 'regex-chess', 'regex-log', 'reshard-c4-data', 'rstan-to-pystan', 'sam-cell-seg', 'sanitize-git-repo', 'schemelike-metacircular-eval', 'sparql-university', 'sqlite-db-truncate', 'sqlite-with-gcov', 'torch-pipeline-parallelism', 'torch-tensor-parallelism', 'train-fasttext', 'tune-mjcf', 'video-processing', 'vulnerable-secret', 'winning-avg-corewars', 'write-compressor']",
,1,2,,2026-07-25T21:28:16.677494+00:00,https://api.z.ai/api/coding/paas/v4,3,,,smoke,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-smoke-glm-5.2-20260725-212816,0,tb21-omp-z-ai-smoke-glm-5.2-20260725-212816,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:29:24.229772+00:00,https://api.z.ai/api/coding/paas/v4,3,,,smoke,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-smoke-glm-5.2-20260725-212924,1,tb21-omp-z-ai-smoke-glm-5.2-20260725-212924,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:30:04.247356+00:00,https://api.z.ai/api/coding/paas/v4,3,,,smoke,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-smoke-glm-5.2-20260725-213004,4,tb21-omp-z-ai-smoke-glm-5.2-20260725-213004,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:36:12.267914+00:00,https://api.z.ai/api/coding/paas/v4,3,,,smoke,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-smoke-glm-5.2-20260725-213612,1,tb21-omp-z-ai-smoke-glm-5.2-20260725-213612,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T21:42:05.242416+00:00,https://api.z.ai/api/coding/paas/v4,3,,,smoke,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-smoke-glm-5.2-20260725-214205,4,tb21-omp-z-ai-smoke-glm-5.2-20260725-214205,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
,1,2,,2026-07-25T22:25:07.685947+00:00,https://api.z.ai/api/coding/paas/v4,3,,,smoke,glm-5.2,True,z-ai,http://host.docker.internal:8765,,0,/home/caleb/terminal-bench-results/z-ai/tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,4,tb21-omp-z-ai-smoke-glm-5.2-20260725-222507,1,"['break-filter-js-from-html', 'cancel-async-tasks', 'adaptive-rejection-sampler']",
